name,compiler,type,threads,input,major_faults,sys_time,voluntary_context_switches,maxsize,user_time,mpxerrors,involuntary_context_switches,mpxbtnum,sgxtime,sgxmem,minor_faults,time
pca,clang,asan,1,0,0,0,1,22132,0.1,,3,,,,2162,0.1
pca,clang,asan,1,1,0,0,1,30304,0.5,,3,,,,5035,0.51
pca,clang,asan,1,2,0,0,1,49204,2.06,,7,,,,11103,2.07
pca,clang,asan,1,3,0,0.01,1,98188,8.35,,20,,,,25615,8.37
matrix_multiply,clang,asan,1,0,0,0.14,1,15792,0.05,,3,,,,692,0.2
matrix_multiply,clang,asan,1,1,1,0.75,1,22588,0.7,,5,,,,1363,1.46
matrix_multiply,clang,asan,1,2,1,3.05,1,41152,5.55,,25,,,,3829,8.6
matrix_multiply,clang,asan,1,3,1,12.2,1,120412,44.9,,110,,,,13721,57.12
kmeans,gcc,native,1,0,0,0,1,19584,0.26,,2,,,,4461,0.26
kmeans,gcc,native,1,1,0,0,1,36824,0.13,,2,,,,7735,0.14
kmeans,gcc,native,1,2,0,0,1,71052,0.26,,5,,,,13775,0.26
kmeans,gcc,native,1,3,0,0.03,1,139916,0.46,,2,,,,26366,0.5
kmeans,gcc,native,1,4,0,0.02,1,277448,1.05,,3,,,,51030,1.08
pca,gcc,native,1,0,0,0,1,6944,0.13,,2,,,,1222,0.13
pca,gcc,native,1,1,0,0,1,13728,0.68,,4,,,,2921,0.68
pca,gcc,native,1,2,0,0,1,29072,2.76,,8,,,,6775,2.76
pca,gcc,native,1,3,0,0.02,1,73172,10.88,,24,,,,17780,10.9
matrix_multiply,gcc,native,1,0,0,0.13,1,3360,0.07,,3,,,,282,0.2
matrix_multiply,gcc,native,1,1,1,0.78,1,6832,0.68,,4,,,,781,1.46
matrix_multiply,gcc,native,1,2,1,3.05,1,25316,5.58,,22,,,,2636,8.64
matrix_multiply,gcc,native,1,3,1,12.04,1,107116,44.34,,114,,,,10055,56.39
kmeans,icc,native,1,0,0,0,1,19580,0.22,,4,,,,3955,0.23
kmeans,icc,native,1,1,0,0,1,36912,0.14,,2,,,,7743,0.14
kmeans,icc,native,1,2,0,0.01,1,71176,0.26,,3,,,,13781,0.27
kmeans,icc,native,1,3,0,0.03,1,139936,0.48,,2,,,,25860,0.51
kmeans,icc,native,1,4,0,0.02,1,277580,1.07,,5,,,,51035,1.1
pca,icc,native,1,0,0,0,1,6992,0.12,,3,,,,1228,0.13
pca,icc,native,1,1,0,0,1,13828,0.66,,4,,,,2925,0.67
pca,icc,native,1,2,0,0,1,29248,2.66,,6,,,,6782,2.67
pca,icc,native,1,3,0,0.02,1,73180,10.62,,25,,,,17787,10.64
matrix_multiply,icc,native,1,0,0,0.14,1,3460,0.04,,3,,,,289,0.19
matrix_multiply,icc,native,1,1,1,0.75,1,6968,0.58,,3,,,,787,1.33
matrix_multiply,icc,native,1,2,1,3.02,1,25272,4.56,,19,,,,2644,7.59
matrix_multiply,icc,native,1,3,1,12.07,2,107072,35.86,,91,,,,10059,47.94
kmeans,clang,native,1,0,0,0,1,19516,0.24,,4,,,,3952,0.25
kmeans,clang,native,1,1,0,0,1,36856,0.15,,2,,,,7741,0.16
kmeans,clang,native,1,2,0,0.01,1,71136,0.3,,2,,,,13777,0.31
kmeans,clang,native,1,3,0,0.02,1,139992,0.51,,3,,,,26366,0.53
kmeans,clang,native,1,4,0,0.03,1,277548,1.14,,4,,,,51033,1.17
pca,clang,native,1,0,0,0,1,6840,0.1,,3,,,,1224,0.1
pca,clang,native,1,1,0,0,1,13648,0.52,,4,,,,2921,0.53
pca,clang,native,1,2,0,0,1,29204,2.14,,5,,,,6776,2.14
pca,clang,native,1,3,0,0.02,1,73044,8.35,,18,,,,17781,8.37
matrix_multiply,clang,native,1,0,0,0.14,1,3296,0.04,,2,,,,281,0.19
matrix_multiply,clang,native,1,1,1,0.75,1,6840,0.54,,5,,,,782,1.29
matrix_multiply,clang,native,1,2,1,3.02,1,25348,4.11,,15,,,,2637,7.14
matrix_multiply,clang,native,1,3,1,12.12,1,107012,32.42,,92,,,,10055,44.55
kmeans,gcc,mpx,1,0,0,0,1,34260,0.58,,4,,,,6075,0.59
kmeans,gcc,mpx,1,1,0,0,1,66224,0.32,,2,,,,10462,0.33
kmeans,gcc,mpx,1,2,0,0.02,1,124552,0.58,,3,,,,19922,0.6
kmeans,gcc,mpx,1,3,0,0.03,1,246408,0.97,,5,,,,38164,1.01
kmeans,gcc,mpx,1,4,0,0.07,1,482916,2.2,,5,,,,75831,2.27
pca,gcc,mpx,1,0,0,0,1,11232,0.63,,2,,,,1242,0.64
pca,gcc,mpx,1,1,0,0,1,18016,3.36,,10,,,,2942,3.36
pca,gcc,mpx,1,2,0,0,1,33328,13.41,,28,,,,6791,13.41
pca,gcc,mpx,1,3,0,0,8,77476,53.53,,101,,,,17148,53.54
matrix_multiply,gcc,mpx,1,0,0,0.15,1,7528,0.3,,3,,,,300,0.45
matrix_multiply,gcc,mpx,1,1,1,0.75,1,11184,3.78,,11,,,,803,4.53
matrix_multiply,gcc,mpx,1,2,1,3.02,1,27032,30.52,,67,,,,2655,33.56
matrix_multiply,gcc,mpx,1,3,,,,,,,,,,,,
kmeans,gcc,mpx_no_narrow_bounds,1,0,0,0.01,1,36284,0.58,,5,,,,6076,0.59
kmeans,gcc,mpx_no_narrow_bounds,1,1,0,0,1,68236,0.32,,3,,,,10488,0.33
kmeans,gcc,mpx_no_narrow_bounds,1,2,0,0,1,125800,0.59,,3,,,,19695,0.6
kmeans,gcc,mpx_no_narrow_bounds,1,3,0,0.03,1,242652,0.98,,5,,,,38735,1.01
kmeans,gcc,mpx_no_narrow_bounds,1,4,0,0.05,1,480880,2.22,,6,,,,75845,2.27
pca,gcc,mpx_no_narrow_bounds,1,0,0,0,1,9172,0.64,,6,,,,1247,0.64
pca,gcc,mpx_no_narrow_bounds,1,1,0,0,1,15876,3.36,,7,,,,2940,3.37
pca,gcc,mpx_no_narrow_bounds,1,2,0,0,7,31496,13.41,,31,,,,6822,13.41
pca,gcc,mpx_no_narrow_bounds,1,3,0,0.01,5,77372,53.52,,99,,,,17255,53.54
matrix_multiply,gcc,mpx_no_narrow_bounds,1,0,0,0.12,1,7548,0.32,,3,,,,300,0.45
matrix_multiply,gcc,mpx_no_narrow_bounds,1,1,1,0.72,1,11140,3.8,,14,,,,802,4.53
matrix_multiply,gcc,mpx_no_narrow_bounds,1,2,1,3.02,1,29160,30.56,,70,,,,2652,33.58
matrix_multiply,gcc,mpx_no_narrow_bounds,1,3,,,,,,,,,,,,
kmeans,icc,mpx,1,0,0,0,1,39188,0.32,,4,,,,5195,0.33
kmeans,icc,mpx,1,1,0,0.01,1,68724,0.19,,2,,,,10540,0.21
kmeans,icc,mpx,1,2,0,0.01,1,130240,0.4,,3,,,,19818,0.42
kmeans,icc,mpx,1,3,0,0.02,1,246772,0.65,,5,,,,38207,0.68
kmeans,icc,mpx,1,4,0,0.08,1,483100,1.4,,4,,,,75855,1.48
pca,icc,mpx,1,0,0,0,1,11320,0.12,,2,,,,1250,0.12
pca,icc,mpx,1,1,0,0,1,18104,0.64,,3,,,,2945,0.64
pca,icc,mpx,1,2,0,0,1,35596,2.55,,9,,,,6806,2.55
pca,icc,mpx,1,3,0,0.01,2,75732,10.14,,22,,,,17839,10.16
matrix_multiply,icc,mpx,1,0,0,0.14,1,7856,0.07,,2,,,,314,0.21
matrix_multiply,icc,mpx,1,1,1,0.75,1,9252,0.83,,7,,,,815,1.59
matrix_multiply,icc,mpx,1,2,1,3.05,2,27032,6.54,,21,,,,2665,9.59
matrix_multiply,icc,mpx,1,3,,,,,,,,,,,,
kmeans,icc,mpx_no_narrow_bounds,1,0,0,0,1,40924,0.32,,2,,,,5136,0.32
kmeans,icc,mpx_no_narrow_bounds,1,1,0,0.01,1,69500,0.19,,2,,,,10213,0.2
kmeans,icc,mpx_no_narrow_bounds,1,2,0,0.01,1,128676,0.37,,4,,,,19937,0.39
kmeans,icc,mpx_no_narrow_bounds,1,3,0,0.03,1,246068,0.64,,2,,,,38554,0.68
kmeans,icc,mpx_no_narrow_bounds,1,4,0,0.06,9,487856,1.41,,6,,,,76473,1.49
pca,icc,mpx_no_narrow_bounds,1,0,0,0,1,11300,0.12,,2,,,,1248,0.12
pca,icc,mpx_no_narrow_bounds,1,1,0,0,1,18104,0.64,,4,,,,2946,0.64
pca,icc,mpx_no_narrow_bounds,1,2,0,0,1,33552,2.54,,7,,,,6806,2.55
pca,icc,mpx_no_narrow_bounds,1,3,0,0.02,3,75648,10.14,,23,,,,17834,10.17
matrix_multiply,icc,mpx_no_narrow_bounds,1,0,0,0.14,1,5700,0.06,,2,,,,308,0.21
matrix_multiply,icc,mpx_no_narrow_bounds,1,1,1,0.75,1,9256,0.84,,4,,,,810,1.59
matrix_multiply,icc,mpx_no_narrow_bounds,1,2,1,3.01,3,29076,6.57,,24,,,,2666,9.59
matrix_multiply,icc,mpx_no_narrow_bounds,1,3,,,,,,,,,,,,
kmeans,clang,asan,1,0,0,0,1,47208,0.47,,4,,,,13036,0.48
kmeans,clang,asan,1,1,0,0.02,1,77168,0.32,,3,,,,23968,0.34
kmeans,clang,asan,1,2,0,0.04,1,137032,0.61,,5,,,,46850,0.65
kmeans,clang,asan,1,3,0,0.06,1,256808,1.07,,4,,,,91604,1.13
kmeans,clang,asan,1,4,0,0.12,1,496300,2.34,,8,,,,182644,2.46
pca,clang,asan,1,0,0,0,1,22152,0.1,,3,,,,2162,0.1
pca,clang,asan,1,1,0,0,1,30236,0.51,,3,,,,5036,0.51
pca,clang,asan,1,2,0,0,1,49252,2.07,,7,,,,11101,2.07
pca,clang,asan,1,3,0,0.02,1,98284,8.34,,21,,,,25612,8.36
matrix_multiply,clang,asan,1,0,0,0.14,1,17748,0.06,,3,,,,694,0.2
matrix_multiply,clang,asan,1,1,1,0.74,1,22604,0.71,,5,,,,1361,1.45
matrix_multiply,clang,asan,1,2,1,3.01,2,41148,5.59,,23,,,,3834,8.6
matrix_multiply,clang,asan,1,3,1,12.05,1,122536,44.96,,108,,,,13723,57.02
kmeans,gcc,native,1,0,0,0,1,19564,0.26,,3,,,,4462,0.26
kmeans,gcc,native,1,1,0,0,1,36808,0.13,,3,,,,7734,0.14
kmeans,gcc,native,1,2,0,0,1,71028,0.25,,2,,,,13264,0.26
kmeans,gcc,native,1,3,0,0,1,139952,0.48,,4,,,,25854,0.49
kmeans,gcc,native,1,4,0,0.04,1,277544,1.04,,4,,,,51030,1.08
pca,gcc,native,1,0,0,0,1,6980,0.13,,1,,,,1224,0.13
pca,gcc,native,1,1,0,0,1,13776,0.68,,3,,,,2920,0.68
pca,gcc,native,1,2,0,0,1,29152,2.74,,7,,,,6777,2.74
pca,gcc,native,1,3,0,0.01,1,73052,10.87,,22,,,,17781,10.89
matrix_multiply,gcc,native,1,0,0,0.13,1,3332,0.06,,2,,,,281,0.2
matrix_multiply,gcc,native,1,1,1,0.76,1,6900,0.68,,6,,,,781,1.45
matrix_multiply,gcc,native,1,2,1,2.99,2,25228,5.62,,20,,,,2636,8.64
matrix_multiply,gcc,native,1,3,1,12.1,1,107148,44.27,,114,,,,10053,56.38
kmeans,icc,native,1,0,0,0,1,19540,0.22,,2,,,,3960,0.23
kmeans,icc,native,1,1,0,0,1,36864,0.14,,2,,,,7230,0.14
kmeans,icc,native,1,2,0,0,1,71176,0.27,,2,,,,13782,0.27
kmeans,icc,native,1,3,0,0.02,1,140052,0.48,,3,,,,26375,0.51
kmeans,icc,native,1,4,0,0.03,1,277636,1.07,,4,,,,51038,1.11
pca,icc,native,1,0,0,0,1,7044,0.12,,2,,,,1231,0.13
pca,icc,native,1,1,0,0,1,13708,0.66,,3,,,,2924,0.67
pca,icc,native,1,2,0,0,1,29140,2.66,,11,,,,6781,2.67
pca,icc,native,1,3,0,0,1,73220,10.63,,22,,,,17788,10.64
matrix_multiply,icc,native,1,0,0,0.15,1,3376,0.04,,2,,,,289,0.19
matrix_multiply,icc,native,1,1,1,0.74,1,6944,0.59,,4,,,,789,1.33
matrix_multiply,icc,native,1,2,1,3.04,1,25284,4.55,,17,,,,2643,7.6
matrix_multiply,icc,native,1,3,1,12.05,2,107220,35.95,,98,,,,10056,48.01
kmeans,clang,native,1,0,0,0,1,19536,0.24,,2,,,,3953,0.25
kmeans,clang,native,1,1,0,0,1,36788,0.15,,2,,,,7228,0.16
kmeans,clang,native,1,2,0,0.01,1,71096,0.3,,2,,,,13269,0.31
kmeans,clang,native,1,3,0,0,1,139872,0.53,,4,,,,25857,0.54
kmeans,clang,native,1,4,0,0.04,1,277464,1.13,,4,,,,51032,1.17
pca,clang,native,1,0,0,0,1,6984,0.1,,2,,,,1225,0.1
pca,clang,native,1,1,0,0.01,1,13764,0.51,,3,,,,2923,0.53
pca,clang,native,1,2,0,0.01,1,29188,2.09,,6,,,,6780,2.1
pca,clang,native,1,3,0,0,1,73212,8.36,,19,,,,17781,8.37
matrix_multiply,clang,native,1,0,0,0.14,1,3320,0.04,,2,,,,283,0.19
matrix_multiply,clang,native,1,1,1,0.75,1,6856,0.53,,5,,,,783,1.28
matrix_multiply,clang,native,1,2,1,3,1,25324,4.14,,16,,,,2640,7.15
matrix_multiply,clang,native,1,3,1,12.19,2,107140,32.41,,96,,,,10055,44.6
kmeans,gcc,mpx,1,0,0,0,1,38736,0.58,,3,,,,5117,0.59
kmeans,gcc,mpx,1,1,0,0,1,66220,0.32,,3,,,,10482,0.33
kmeans,gcc,mpx,1,2,0,0.02,1,128380,0.58,,2,,,,19853,0.6
kmeans,gcc,mpx,1,3,0,0.02,1,245448,0.98,,4,,,,38929,1.01
kmeans,gcc,mpx,1,4,0,0.06,1,479668,2.21,,8,,,,76013,2.27
pca,gcc,mpx,1,0,0,0,1,11188,0.64,,3,,,,1242,0.64
pca,gcc,mpx,1,1,0,0,1,15996,3.36,,8,,,,2948,3.36
pca,gcc,mpx,1,2,0,0,1,33332,13.41,,27,,,,6796,13.41
pca,gcc,mpx,1,3,0,0.02,5,75400,53.51,,99,,,,17473,53.54
matrix_multiply,gcc,mpx,1,0,0,0.14,1,7752,0.3,,5,,,,305,0.45
matrix_multiply,gcc,mpx,1,1,1,0.76,1,9112,3.76,,12,,,,801,4.53
matrix_multiply,gcc,mpx,1,2,1,3,1,31064,30.56,,70,,,,2658,33.57
matrix_multiply,gcc,mpx,1,3,,,,,,,,,,,,
kmeans,gcc,mpx_no_narrow_bounds,1,0,0,0,1,37572,0.58,,3,,,,5866,0.59
kmeans,gcc,mpx_no_narrow_bounds,1,1,0,0,1,63892,0.32,,4,,,,10430,0.33
kmeans,gcc,mpx_no_narrow_bounds,1,2,0,0.01,1,126492,0.59,,2,,,,19947,0.6
kmeans,gcc,mpx_no_narrow_bounds,1,3,0,0.04,1,245020,0.96,,4,,,,38796,1.01
kmeans,gcc,mpx_no_narrow_bounds,1,4,0,0.06,1,481972,2.2,,6,,,,76069,2.27
pca,gcc,mpx_no_narrow_bounds,1,0,0,0,1,7164,0.64,,3,,,,1248,0.64
pca,gcc,mpx_no_narrow_bounds,1,1,0,0,1,17924,3.36,,8,,,,2936,3.36
pca,gcc,mpx_no_narrow_bounds,1,2,0,0,4,33428,13.4,,27,,,,6796,13.41
pca,gcc,mpx_no_narrow_bounds,1,3,0,0,8,77436,53.54,,103,,,,17193,53.55
matrix_multiply,gcc,mpx_no_narrow_bounds,1,0,0,0.14,1,7600,0.31,,4,,,,301,0.45
matrix_multiply,gcc,mpx_no_narrow_bounds,1,1,1,0.76,1,9136,3.77,,10,,,,801,4.53
matrix_multiply,gcc,mpx_no_narrow_bounds,1,2,1,2.98,1,27008,30.59,,67,,,,2655,33.58
matrix_multiply,gcc,mpx_no_narrow_bounds,1,3,,,,,,,,,,,,
kmeans,icc,mpx,1,0,0,0,1,40680,0.33,,4,,,,5094,0.33
kmeans,icc,mpx,1,1,0,0,1,70528,0.2,,3,,,,10499,0.21
kmeans,icc,mpx,1,2,0,0.01,1,131276,0.37,,4,,,,20052,0.38
kmeans,icc,mpx,1,3,0,0.03,1,246436,0.64,,4,,,,38606,0.68
kmeans,icc,mpx,1,4,0,0.05,1,487300,1.44,,3,,,,75820,1.49
pca,icc,mpx,1,0,0,0,1,9332,0.12,,2,,,,1254,0.12
pca,icc,mpx,1,1,0,0,1,14132,0.64,,4,,,,2959,0.64
pca,icc,mpx,1,2,0,0,1,33664,2.55,,8,,,,6809,2.55
pca,icc,mpx,1,3,0,0.02,5,77552,10.14,,21,,,,17811,10.17
matrix_multiply,icc,mpx,1,0,0,0.14,1,7704,0.07,,3,,,,308,0.21
matrix_multiply,icc,mpx,1,1,1,0.76,1,11344,0.83,,6,,,,813,1.59
matrix_multiply,icc,mpx,1,2,1,3.05,2,31216,6.52,,26,,,,2667,9.58
matrix_multiply,icc,mpx,1,3,,,,,,,,,,,,
kmeans,icc,mpx_no_narrow_bounds,1,0,0,0,1,42996,0.32,,2,,,,5145,0.32
kmeans,icc,mpx_no_narrow_bounds,1,1,0,0,1,69424,0.2,,2,,,,10223,0.2
kmeans,icc,mpx_no_narrow_bounds,1,2,0,0.02,1,127812,0.36,,2,,,,20163,0.38
kmeans,icc,mpx_no_narrow_bounds,1,3,0,0.03,1,249424,0.64,,5,,,,38887,0.68
kmeans,icc,mpx_no_narrow_bounds,1,4,0,0.08,1,487228,1.4,,6,,,,75821,1.48
pca,icc,mpx_no_narrow_bounds,1,0,0,0,1,7232,0.12,,2,,,,1254,0.12
pca,icc,mpx_no_narrow_bounds,1,1,0,0,4,16220,0.64,,4,,,,2964,0.64
pca,icc,mpx_no_narrow_bounds,1,2,0,0,1,33524,2.54,,11,,,,6803,2.55
pca,icc,mpx_no_narrow_bounds,1,3,0,0.02,4,77564,10.15,,22,,,,17810,10.17
matrix_multiply,icc,mpx_no_narrow_bounds,1,0,0,0.14,1,5700,0.07,,2,,,,310,0.21
matrix_multiply,icc,mpx_no_narrow_bounds,1,1,1,0.75,1,9352,0.83,,5,,,,814,1.59
matrix_multiply,icc,mpx_no_narrow_bounds,1,2,1,3.03,1,31212,6.55,,21,,,,2667,9.59
matrix_multiply,icc,mpx_no_narrow_bounds,1,3,,,,,,,,,,,,
kmeans,clang,asan,1,0,0,0,1,47200,0.47,,2,,,,13034,0.48
kmeans,clang,asan,1,1,0,0.01,1,77100,0.33,,5,,,,23965,0.34
kmeans,clang,asan,1,2,0,0.02,1,137040,0.62,,4,,,,46847,0.65
kmeans,clang,asan,1,3,0,0.05,1,256736,1.08,,6,,,,91599,1.13
kmeans,clang,asan,1,4,0,0.12,1,496296,2.34,,7,,,,182133,2.46
pca,clang,asan,1,0,0,0,1,22108,0.1,,3,,,,2160,0.1
pca,clang,asan,1,1,0,0,1,30308,0.5,,3,,,,5036,0.51
pca,clang,asan,1,2,0,0.01,1,49208,2.06,,7,,,,11102,2.07
pca,clang,asan,1,3,0,0.02,1,98232,8.33,,20,,,,25615,8.36
matrix_multiply,clang,asan,1,0,0,0.15,1,17724,0.05,,3,,,,693,0.2
matrix_multiply,clang,asan,1,1,1,0.76,1,18560,0.68,,5,,,,1357,1.46
matrix_multiply,clang,asan,1,2,1,3.04,1,41152,5.57,,25,,,,3833,8.62
matrix_multiply,clang,asan,1,3,1,12.14,1,119000,44.83,,108,,,,13718,56.98
kmeans,gcc,native,1,0,0,0,1,19676,0.26,,2,,,,3953,0.26
kmeans,gcc,native,1,1,0,0,1,36964,0.13,,2,,,,7230,0.14
kmeans,gcc,native,1,2,0,0.01,1,71276,0.25,,4,,,,13780,0.26
kmeans,gcc,native,1,3,0,0.01,1,139988,0.48,,2,,,,26366,0.5
kmeans,gcc,native,1,4,0,0.02,1,277292,1.06,,4,,,,51542,1.09
pca,gcc,native,1,0,0,0,1,6992,0.13,,2,,,,1225,0.13
pca,gcc,native,1,1,0,0,1,13816,0.68,,4,,,,2922,0.68
pca,gcc,native,1,2,0,0.01,1,29020,2.72,,9,,,,6774,2.73
pca,gcc,native,1,3,0,0.02,1,73212,10.88,,24,,,,17781,10.9
matrix_multiply,gcc,native,1,0,0,0.14,1,3448,0.06,,2,,,,283,0.2
matrix_multiply,gcc,native,1,1,1,0.76,1,6832,0.7,,4,,,,780,1.47
matrix_multiply,gcc,native,1,2,1,3.06,2,25320,5.61,,19,,,,2638,8.68
matrix_multiply,gcc,native,1,3,1,12.15,2,106992,44.36,,117,,,,10054,56.52
kmeans,icc,native,1,0,0,0,1,19620,0.22,,3,,,,4466,0.23
kmeans,icc,native,1,1,0,0.01,1,36844,0.13,,3,,,,7231,0.14
kmeans,icc,native,1,2,0,0.02,1,71076,0.25,,2,,,,13272,0.27
kmeans,icc,native,1,3,0,0,1,139976,0.5,,4,,,,26370,0.51
kmeans,icc,native,1,4,0,0.05,1,277376,1.05,,3,,,,51547,1.1
pca,icc,native,1,0,0,0,1,6940,0.12,,2,,,,1227,0.13
pca,icc,native,1,1,0,0,1,13724,0.67,,4,,,,2924,0.67
pca,icc,native,1,2,0,0,1,29148,2.66,,9,,,,6782,2.67
pca,icc,native,1,3,0,0.01,1,73124,10.62,,23,,,,17784,10.64
matrix_multiply,icc,native,1,0,0,0.14,1,3380,0.05,,3,,,,290,0.19
matrix_multiply,icc,native,1,1,1,0.74,1,6948,0.58,,5,,,,790,1.33
matrix_multiply,icc,native,1,2,1,3.03,1,25300,4.57,,14,,,,2645,7.61
matrix_multiply,icc,native,1,3,1,12.13,2,107064,35.79,,99,,,,10063,47.93
kmeans,clang,native,1,0,0,0,1,19540,0.24,,2,,,,4462,0.25
kmeans,clang,native,1,1,0,0,1,36900,0.15,,2,,,,7231,0.16
kmeans,clang,native,1,2,0,0,1,71116,0.29,,2,,,,13781,0.29
kmeans,clang,native,1,3,0,0.02,1,139920,0.51,,3,,,,26367,0.53
kmeans,clang,native,1,4,0,0.02,1,277292,1.14,,4,,,,51543,1.17
pca,clang,native,1,0,0,0,1,6928,0.1,,4,,,,1228,0.1
pca,clang,native,1,1,0,0,1,13752,0.52,,2,,,,2923,0.53
pca,clang,native,1,2,0,0,1,29072,2.12,,5,,,,6775,2.12
pca,clang,native,1,3,0,0.01,1,73096,8.36,,20,,,,17779,8.38
matrix_multiply,clang,native,1,0,0,0.14,1,3328,0.04,,3,,,,283,0.19
matrix_multiply,clang,native,1,1,1,0.77,1,6848,0.53,,4,,,,782,1.3
matrix_multiply,clang,native,1,2,1,3.06,1,25216,4.08,,15,,,,2635,7.14
matrix_multiply,clang,native,1,3,1,12.03,2,107156,32.44,,94,,,,10054,44.48
kmeans,gcc,mpx,1,0,0,0,1,36916,0.58,,4,,,,5202,0.59
kmeans,gcc,mpx,1,1,0,0,1,68296,0.34,,2,,,,10509,0.35
kmeans,gcc,mpx,1,2,0,0.01,1,125632,0.6,,4,,,,19178,0.62
kmeans,gcc,mpx,1,3,0,0.02,1,244696,0.98,,5,,,,38710,1.01
kmeans,gcc,mpx,1,4,0,0.07,1,481624,2.2,,7,,,,75521,2.28
pca,gcc,mpx,1,0,0,0,1,11224,0.64,,4,,,,1244,0.64
pca,gcc,mpx,1,1,0,0,1,15900,3.36,,7,,,,2943,3.36
pca,gcc,mpx,1,2,0,0,1,29420,13.41,,27,,,,6821,13.41
pca,gcc,mpx,1,3,0,0.02,9,75500,53.52,,98,,,,17809,53.55
matrix_multiply,gcc,mpx,1,0,0,0.14,1,7608,0.3,,4,,,,299,0.45
matrix_multiply,gcc,mpx,1,1,1,0.76,1,9132,3.77,,12,,,,802,4.53
matrix_multiply,gcc,mpx,1,2,1,3.06,1,28956,30.52,,68,,,,2654,33.59
matrix_multiply,gcc,mpx,1,3,,,,,,,,,,,,
kmeans,gcc,mpx_no_narrow_bounds,1,0,0,0,1,36588,0.59,,4,,,,5086,0.59
kmeans,gcc,mpx_no_narrow_bounds,1,1,0,0,1,64152,0.32,,2,,,,10498,0.33
kmeans,gcc,mpx_no_narrow_bounds,1,2,0,0.02,1,126072,0.58,,4,,,,19805,0.6
kmeans,gcc,mpx_no_narrow_bounds,1,3,0,0.02,1,242876,0.99,,5,,,,38784,1.01
kmeans,gcc,mpx_no_narrow_bounds,1,4,0,0.06,1,483804,2.21,,5,,,,76526,2.27
pca,gcc,mpx_no_narrow_bounds,1,0,0,0,1,9160,0.64,,4,,,,1245,0.64
pca,gcc,mpx_no_narrow_bounds,1,1,0,0,4,16000,3.36,,7,,,,2949,3.36
pca,gcc,mpx_no_narrow_bounds,1,2,0,0,3,29436,13.41,,29,,,,6820,13.42
pca,gcc,mpx_no_narrow_bounds,1,3,0,0,7,75508,53.53,,100,,,,17104,53.54
matrix_multiply,gcc,mpx_no_narrow_bounds,1,0,0,0.14,1,5564,0.3,,3,,,,302,0.45
matrix_multiply,gcc,mpx_no_narrow_bounds,1,1,1,0.74,1,9112,3.78,,11,,,,803,4.53
matrix_multiply,gcc,mpx_no_narrow_bounds,1,2,1,2.99,1,29052,30.56,,69,,,,2658,33.56
matrix_multiply,gcc,mpx_no_narrow_bounds,1,3,,,,,,,,,,,,
kmeans,icc,mpx,1,0,0,0,1,40928,0.32,,5,,,,5157,0.33
kmeans,icc,mpx,1,1,0,0,1,70292,0.2,,3,,,,10409,0.21
kmeans,icc,mpx,1,2,0,0.01,1,131736,0.37,,3,,,,19630,0.38
kmeans,icc,mpx,1,3,0,0.04,1,249788,0.63,,5,,,,38913,0.68
kmeans,icc,mpx,1,4,0,0.07,1,484556,1.4,,5,,,,76167,1.48
pca,icc,mpx,1,0,0,0,1,11344,0.12,,2,,,,1251,0.12
pca,icc,mpx,1,1,0,0,5,18144,0.64,,3,,,,2953,0.64
pca,icc,mpx,1,2,0,0,1,33692,2.54,,10,,,,6809,2.55
pca,icc,mpx,1,3,0,0.03,3,75640,10.14,,24,,,,17837,10.17
matrix_multiply,icc,mpx,1,0,0,0.14,1,7744,0.06,,2,,,,310,0.21
matrix_multiply,icc,mpx,1,1,1,0.74,1,9348,0.84,,6,,,,816,1.59
matrix_multiply,icc,mpx,1,2,1,3,1,33168,6.56,,22,,,,2666,9.56
matrix_multiply,icc,mpx,1,3,,,,,,,,,,,,
kmeans,icc,mpx_no_narrow_bounds,1,0,0,0,1,40936,0.32,,2,,,,5159,0.32
kmeans,icc,mpx_no_narrow_bounds,1,1,0,0.01,1,67868,0.21,,3,,,,9846,0.22
kmeans,icc,mpx_no_narrow_bounds,1,2,0,0.02,1,128188,0.36,,5,,,,19807,0.38
kmeans,icc,mpx_no_narrow_bounds,1,3,0,0.03,1,246840,0.69,,2,,,,38717,0.72
kmeans,icc,mpx_no_narrow_bounds,1,4,0,0.06,1,483916,1.42,,7,,,,76025,1.49
pca,icc,mpx_no_narrow_bounds,1,0,0,0,1,11452,0.12,,2,,,,1254,0.12
pca,icc,mpx_no_narrow_bounds,1,1,0,0,1,16104,0.64,,2,,,,2952,0.64
pca,icc,mpx_no_narrow_bounds,1,2,0,0,1,33628,2.54,,10,,,,6805,2.55
pca,icc,mpx_no_narrow_bounds,1,3,0,0.02,3,77668,10.14,,23,,,,17816,10.17
matrix_multiply,icc,mpx_no_narrow_bounds,1,0,0,0.14,1,7704,0.06,,2,,,,311,0.21
matrix_multiply,icc,mpx_no_narrow_bounds,1,1,1,0.76,1,11332,0.83,,6,,,,811,1.6
matrix_multiply,icc,mpx_no_narrow_bounds,1,2,1,3.04,2,33316,6.52,,18,,,,2667,9.57
matrix_multiply,icc,mpx_no_narrow_bounds,1,3,,,,,,,,,,,,
kmeans,clang,asan,1,0,0,0,1,47280,0.48,,4,,,,13033,0.48
kmeans,clang,asan,1,1,0,0.01,1,77144,0.33,,3,,,,24479,0.34
kmeans,clang,asan,1,2,0,0.02,1,136996,0.62,,4,,,,46849,0.65
