name,compiler,type,threads,input,dtlb_store_misses,mpxbtnum,sgxtime,tput,instructions,branch_instructions,dtlb_stores,num_clients,cycles,branch_misses,major_faults,dtlb_load_misses,time,mpxerrors,lat,dtlb_loads,minor_faults,sgxmem
bin/memcached,gcc,asan_only_write,1,192,,,,280920.0,,,,192,,,,,,,682.0,,,
bin/memcached,gcc,asan_only_write,1,256,,,,281325.0,,,,256,,,,,,,909.0,,,
bin/memcached,gcc,asan_only_write,1,320,,,,280860.0,,,,320,,,,,,,1138.0,,,
bin/memcached,gcc,asan_only_write,1,384,,,,281184.0,,,,384,,,,,,,1365.0,,,
bin/memcached,gcc,asan_only_write,1,448,,,,281375.0,,,,448,,,,,,,1591.0,,,
bin/memcached,gcc,asan_only_write,1,512,,,,281404.0,,,,512,,,,,,,1819.0,,,
bin/memcached,gcc,asan_only_write,1,32,,,,175471.0,,,,32,,,,,,,181.0,,,
bin/memcached,gcc,asan_only_write,1,64,,,,259302.0,,,,64,,,,,,,246.0,,,
bin/memcached,gcc,asan_only_write,1,128,,,,279984.0,,,,128,,,,,,,456.0,,,
bin/memcached,gcc,asan_only_write,1,192,,,,280979.0,,,,192,,,,,,,682.0,,,
bin/memcached,gcc,asan_only_write,1,256,,,,280935.0,,,,256,,,,,,,910.0,,,
bin/memcached,gcc,asan_only_write,1,320,,,,281270.0,,,,320,,,,,,,1137.0,,,
bin/memcached,gcc,asan_only_write,1,384,,,,281107.0,,,,384,,,,,,,1365.0,,,
bin/memcached,gcc,asan_only_write,1,448,,,,281323.0,,,,448,,,,,,,1592.0,,,
bin/memcached,gcc,asan_only_write,1,512,,,,281304.0,,,,512,,,,,,,1819.0,,,
bin/memcached,gcc,asan_only_write,1,32,,,,171969.0,,,,32,,,,,,,185.0,,,
bin/memcached,gcc,asan_only_write,1,64,,,,259202.0,,,,64,,,,,,,246.0,,,
bin/memcached,gcc,asan_only_write,1,128,,,,280463.0,,,,128,,,,,,,455.0,,,
bin/memcached,gcc,asan_only_write,1,192,,,,280844.0,,,,192,,,,,,,683.0,,,
bin/memcached,gcc,asan_only_write,1,256,,,,281302.0,,,,256,,,,,,,909.0,,,
bin/memcached,gcc,asan_only_write,1,320,,,,281274.0,,,,320,,,,,,,1137.0,,,
bin/memcached,gcc,asan_only_write,1,384,,,,281313.0,,,,384,,,,,,,1364.0,,,
bin/memcached,gcc,asan_only_write,1,448,,,,281537.0,,,,448,,,,,,,1590.0,,,
bin/memcached,gcc,asan_only_write,1,512,,,,281451.0,,,,512,,,,,,,1818.0,,,
bin/memcached,gcc,asan_only_write,1,32,,,,174910.0,,,,32,,,,,,,182.0,,,
bin/memcached,gcc,asan_only_write,1,64,,,,259112.0,,,,64,,,,,,,246.0,,,
bin/memcached,gcc,asan_only_write,1,128,,,,280409.0,,,,128,,,,,,,455.0,,,
bin/memcached,gcc,asan_only_write,1,192,,,,280758.0,,,,192,,,,,,,683.0,,,
bin/memcached,gcc,asan_only_write,1,256,,,,281238.0,,,,256,,,,,,,909.0,,,
bin/memcached,gcc,asan_only_write,1,320,,,,281268.0,,,,320,,,,,,,1137.0,,,
bin/memcached,gcc,asan_only_write,1,384,,,,281463.0,,,,384,,,,,,,1363.0,,,
bin/memcached,gcc,asan_only_write,1,448,,,,281532.0,,,,448,,,,,,,1590.0,,,
bin/memcached,gcc,asan_only_write,1,512,,,,281303.0,,,,512,,,,,,,1819.0,,,
bin/memcached,gcc,asan_only_write,1,32,,,,175050.0,,,,32,,,,,,,182.0,,,
bin/memcached,gcc,asan_only_write,1,64,,,,259525.0,,,,64,,,,,,,246.0,,,
bin/memcached,gcc,asan_only_write,1,128,,,,280144.0,,,,128,,,,,,,456.0,,,
bin/memcached,gcc,asan_only_write,1,192,,,,281060.0,,,,192,,,,,,,682.0,,,
bin/memcached,gcc,asan_only_write,1,256,,,,281323.0,,,,256,,,,,,,909.0,,,
bin/memcached,gcc,asan_only_write,1,320,,,,281466.0,,,,320,,,,,,,1136.0,,,
bin/memcached,gcc,asan_only_write,1,384,,,,281428.0,,,,384,,,,,,,1363.0,,,
bin/memcached,gcc,asan_only_write,1,448,,,,281730.0,,,,448,,,,,,,1589.0,,,
bin/memcached,gcc,asan_only_write,1,512,,,,281826.0,,,,512,,,,,,,1816.0,,,
bin/memcached,gcc,asan_only_write,1,32,,,,164181.0,,,,32,,,,,,,194.0,,,
bin/memcached,gcc,asan_only_write,1,64,,,,259263.0,,,,64,,,,,,,246.0,,,
bin/memcached,gcc,asan_only_write,1,128,,,,280136.0,,,,128,,,,,,,456.0,,,
bin/memcached,gcc,asan_only_write,1,192,,,,281006.0,,,,192,,,,,,,682.0,,,
bin/memcached,gcc,asan_only_write,1,256,,,,281230.0,,,,256,,,,,,,909.0,,,
bin/memcached,gcc,asan_only_write,1,320,,,,281400.0,,,,320,,,,,,,1136.0,,,
bin/memcached,gcc,asan_only_write,1,384,,,,281654.0,,,,384,,,,,,,1362.0,,,
bin/memcached,gcc,asan_only_write,1,448,,,,281185.0,,,,448,,,,,,,1592.0,,,
bin/memcached,gcc,asan_only_write,1,512,,,,281473.0,,,,512,,,,,,,1818.0,,,
bin/memcached,gcc,asan_only_write,1,32,,,,175296.0,,,,32,,,,,,,181.0,,,
bin/memcached,gcc,asan_only_write,1,64,,,,259317.0,,,,64,,,,,,,246.0,,,
bin/memcached,gcc,asan_only_write,1,128,,,,280564.0,,,,128,,,,,,,455.0,,,
bin/memcached,gcc,asan_only_write,1,192,,,,281020.0,,,,192,,,,,,,682.0,,,
bin/memcached,gcc,asan_only_write,1,256,,,,280754.0,,,,256,,,,,,,911.0,,,
bin/memcached,gcc,asan_only_write,1,320,,,,281448.0,,,,320,,,,,,,1136.0,,,
bin/memcached,gcc,asan_only_write,1,384,,,,281209.0,,,,384,,,,,,,1365.0,,,
bin/memcached,gcc,asan_only_write,1,448,,,,281298.0,,,,448,,,,,,,1592.0,,,
bin/memcached,gcc,asan_only_write,1,512,,,,281455.0,,,,512,,,,,,,1818.0,,,
bin/memcached,gcc,asan_only_write,1,32,,,,174747.0,,,,32,,,,,,,182.0,,,
bin/memcached,gcc,asan_only_write,1,64,,,,259117.0,,,,64,,,,,,,246.0,,,
bin/memcached,gcc,asan_only_write,1,128,,,,280027.0,,,,128,,,,,,,456.0,,,
bin/memcached,gcc,asan_only_write,1,192,,,,281254.0,,,,192,,,,,,,682.0,,,
bin/memcached,gcc,asan_only_write,1,256,,,,280904.0,,,,256,,,,,,,910.0,,,
bin/memcached,gcc,asan_only_write,1,320,,,,281330.0,,,,320,,,,,,,1136.0,,,
bin/memcached,gcc,asan_only_write,1,384,,,,281280.0,,,,384,,,,,,,1364.0,,,
bin/memcached,gcc,asan_only_write,1,448,,,,281268.0,,,,448,,,,,,,1592.0,,,
bin/memcached,gcc,asan_only_write,1,512,,,,281666.0,,,,512,,,,,,,1817.0,,,
